USD LIBOR,Overnight rate
Date,rf
1/21/11,0.23688
1/24/11,0.23688
1/25/11,0.23688
1/26/11,0.23688
1/27/11,0.23563
1/28/11,0.23563
1/31/11,0.23531
2/1/11,0.236
2/2/11,0.235
2/3/11,0.237
2/4/11,0.2369
2/7/11,0.2374
2/8/11,0.2355
2/9/11,0.2355
2/10/11,0.234
2/11/11,0.234
2/14/11,0.233
2/15/11,0.2335
2/16/11,0.2335
2/17/11,0.231
2/18/11,0.2295
2/21/11,.
2/22/11,0.228
2/23/11,0.227
2/24/11,0.2255
2/25/11,0.2255
2/28/11,0.2255
3/1/11,0.2255
3/2/11,0.2235
3/3/11,0.2215
3/4/11,0.2215
3/7/11,0.2205
3/8/11,0.2195
3/9/11,0.2175
3/10/11,0.216
3/11/11,0.2155
3/14/11,0.2135
3/15/11,0.2115
3/16/11,0.2115
3/17/11,0.2065
3/18/11,0.2055
3/21/11,0.2045
3/22/11,0.2025
3/23/11,0.1995
3/24/11,0.1955
3/25/11,0.194
3/28/11,0.192
3/29/11,0.189
3/30/11,0.1855
3/31/11,0.1845
4/1/11,0.184
4/4/11,0.1782
4/5/11,0.1697
4/6/11,0.1628
4/7/11,0.157
4/8/11,0.15475
4/11/11,0.15075
4/12/11,0.144
4/13/11,0.1405
4/14/11,0.138
4/15/11,0.1365
4/18/11,0.1345
4/19/11,0.1335
4/20/11,0.1335
4/21/11,0.1355
4/22/11,.
4/25/11,.
4/26/11,0.135
4/27/11,0.13475
4/28/11,0.13375
4/29/11,.
5/2/11,.
5/3/11,0.134
5/4/11,0.1335
5/5/11,0.1315
5/6/11,0.13225
5/9/11,0.13225
5/10/11,0.13225
5/11/11,0.132
5/12/11,0.1315
5/13/11,0.1315
5/16/11,0.1315
5/17/11,0.1305
5/18/11,0.1305
5/19/11,0.13025
5/20/11,0.13
5/23/11,0.13
5/24/11,0.129
5/25/11,0.129
5/26/11,0.129
5/27/11,0.127
5/30/11,.
5/31/11,0.128
6/1/11,0.127
6/2/11,0.1265
6/3/11,0.1265
6/6/11,0.126
6/7/11,0.1265
6/8/11,0.1265
6/9/11,0.127
6/10/11,0.127
6/13/11,0.127
6/14/11,0.1275
6/15/11,0.1285
6/16/11,0.128
6/17/11,0.128
6/20/11,0.128
6/21/11,0.1275
6/22/11,0.1275
6/23/11,0.1265
6/24/11,0.1275
6/27/11,0.1265
6/28/11,0.1265
6/29/11,0.1255
6/30/11,0.128
7/1/11,0.1255
7/4/11,.
7/5/11,0.125
7/6/11,0.1245
7/7/11,0.1245
7/8/11,0.1245
7/11/11,0.1245
7/12/11,0.1255
7/13/11,0.124
7/14/11,0.123
7/15/11,0.12225
7/18/11,0.12175
7/19/11,0.12225
7/20/11,0.12225
7/21/11,0.1225
7/22/11,0.12225
7/25/11,0.1225
7/26/11,0.122
7/27/11,0.12225
7/28/11,0.12375
7/29/11,0.13125
8/1/11,0.12861
8/2/11,0.17167
8/3/11,0.17833
8/4/11,0.15278
8/5/11,0.13611
8/8/11,0.13611
8/9/11,0.13611
8/10/11,0.13833
8/11/11,0.13944
8/12/11,0.14278
8/15/11,0.145
8/16/11,0.14278
8/17/11,0.14167
8/18/11,0.14167
8/19/11,0.14167
8/22/11,0.14333
8/23/11,0.14444
8/24/11,0.14444
8/25/11,0.14444
8/26/11,0.14333
8/29/11,.
8/30/11,0.14333
8/31/11,0.14667
9/1/11,0.14222
9/2/11,0.14111
9/5/11,.
9/6/11,0.14333
9/7/11,0.14333
9/8/11,0.14444
9/9/11,0.14278
9/12/11,0.14389
9/13/11,0.145
9/14/11,0.14667
9/15/11,0.14722
9/16/11,0.14667
9/19/11,0.14833
9/20/11,0.14667
9/21/11,0.14611
9/22/11,0.14611
9/23/11,0.14611
9/26/11,0.14611
9/27/11,0.145
9/28/11,0.14611
9/29/11,0.145
9/30/11,0.15222
10/3/11,0.14444
10/4/11,0.14333
10/5/11,0.14278
10/6/11,0.14267
10/7/11,0.13944
10/10/11,.
10/11/11,0.14167
10/12/11,0.14056
10/13/11,0.14056
10/14/11,0.13944
10/17/11,0.14278
10/18/11,0.14056
10/19/11,0.14056
10/20/11,0.14167
10/21/11,0.14167
10/24/11,0.14167
10/25/11,0.14222
10/26/11,0.14222
10/27/11,0.14222
10/28/11,0.14222
10/31/11,0.14222
11/1/11,0.14222
11/2/11,0.14222
11/3/11,0.14111
11/4/11,0.14111
11/7/11,0.14111
11/8/11,0.14111
11/9/11,0.14056
11/10/11,0.14111
11/11/11,.
11/14/11,0.14222
11/15/11,0.14389
11/16/11,0.14167
11/17/11,0.14278
11/18/11,0.14278
11/21/11,0.14278
11/22/11,0.14278
11/23/11,0.14278
11/24/11,.
11/25/11,0.14389
11/28/11,0.14611
11/29/11,0.145
11/30/11,0.145
12/1/11,0.14556
12/2/11,0.14611
12/5/11,0.1495
12/6/11,0.15
12/7/11,0.1505
12/8/11,0.15
12/9/11,0.15
12/12/11,0.15
12/13/11,0.1505
12/14/11,0.1505
12/15/11,0.1505
12/16/11,0.1505
12/19/11,0.1505
12/20/11,0.1505
12/21/11,0.1505
12/22/11,0.15
12/23/11,0.15
12/26/11,.
12/27/11,.
12/28/11,0.15
12/29/11,0.1495
12/30/11,0.154
1/2/12,.
1/3/12,0.149
1/4/12,0.15
1/5/12,0.1495
1/6/12,0.149
1/9/12,0.149
1/10/12,0.15
1/11/12,0.149
1/12/12,0.147
1/13/12,0.146
1/16/12,.
1/17/12,0.1465
1/18/12,0.1464
1/19/12,0.1454
1/20/12,0.1443
1/23/12,0.1445
1/24/12,0.1445
1/25/12,0.1415
1/26/12,0.141
1/27/12,0.141
1/30/12,0.1395
1/31/12,0.1395
2/1/12,0.139
2/2/12,0.141
2/3/12,0.142
2/6/12,0.1415
2/7/12,0.144
2/8/12,0.142
2/9/12,0.142
2/10/12,0.142
2/13/12,0.142
2/14/12,0.144
2/15/12,0.143
2/16/12,0.142
2/17/12,0.141
2/20/12,.
2/21/12,0.1405
2/22/12,0.1405
2/23/12,0.1395
2/24/12,0.1385
2/27/12,0.139
2/28/12,0.139
2/29/12,0.139
3/1/12,0.1385
3/2/12,0.1395
3/5/12,0.1405
3/6/12,0.1415
3/7/12,0.1415
3/8/12,0.1415
3/9/12,0.1415
3/12/12,0.1425
3/13/12,0.1437
3/14/12,0.1467
3/15/12,0.1485
3/16/12,0.1485
3/19/12,0.149
3/20/12,0.1515
3/21/12,0.1525
3/22/12,0.1535
3/23/12,0.153
3/26/12,0.153
3/27/12,0.153
3/28/12,0.153
3/29/12,0.153
3/30/12,0.1525
4/2/12,0.15
4/3/12,0.151
4/4/12,0.151
4/5/12,0.151
4/6/12,.
4/9/12,.
4/10/12,0.151
4/11/12,0.151
4/12/12,0.15
4/13/12,0.15
4/16/12,0.15
4/17/12,0.15
4/18/12,0.148
4/19/12,0.149
4/20/12,0.148
4/23/12,0.147
4/24/12,0.145
4/25/12,0.144
4/26/12,0.146
4/27/12,0.146
4/30/12,0.147
5/1/12,0.147
5/2/12,0.147
5/3/12,0.147
5/4/12,0.147
5/7/12,.
5/8/12,0.147
5/9/12,0.147
5/10/12,0.148
5/11/12,0.149
5/14/12,0.15
5/15/12,0.1515
5/16/12,0.1555
5/17/12,0.1545
5/18/12,0.155
5/21/12,0.1555
5/22/12,0.1555
5/23/12,0.156
5/24/12,0.153
5/25/12,0.153
5/28/12,.
5/29/12,0.154
5/30/12,0.154
5/31/12,0.156
6/1/12,0.157
6/4/12,.
6/5/12,.
6/6/12,0.159
6/7/12,0.159
6/8/12,0.1595
6/11/12,0.1595
6/12/12,0.1595
6/13/12,0.1605
6/14/12,0.1605
6/15/12,0.1625
6/18/12,0.1625
6/19/12,0.164
6/20/12,0.165
6/21/12,0.166
6/22/12,0.166
6/25/12,0.166
6/26/12,0.167
6/27/12,0.1665
6/28/12,0.1675
6/29/12,0.1695
7/2/12,0.168
7/3/12,0.17
7/4/12,.
7/5/12,0.1705
7/6/12,0.1705
7/9/12,0.1705
7/10/12,0.1705
7/11/12,0.169
7/12/12,0.169
7/13/12,0.169
7/16/12,0.169
7/17/12,0.169
7/18/12,0.169
7/19/12,0.168
7/20/12,0.1665
7/23/12,0.1655
7/24/12,0.1625
7/25/12,0.1629
7/26/12,0.1629
7/27/12,0.1624
7/30/12,0.1624
7/31/12,0.1614
8/1/12,0.1599
8/2/12,0.1594
8/3/12,0.1589
8/6/12,0.1584
8/7/12,0.1564
8/8/12,0.1544
8/9/12,0.1534
8/10/12,0.1534
8/13/12,0.1514
8/14/12,0.1539
8/15/12,0.1529
8/16/12,0.1529
8/17/12,0.1524
8/20/12,0.1524
8/21/12,0.1524
8/22/12,0.1524
8/23/12,0.1514
8/24/12,0.1514
8/27/12,.
8/28/12,0.1514
8/29/12,0.1514
8/30/12,0.1514
8/31/12,0.1504
9/3/12,.
9/4/12,0.1514
9/5/12,0.1514
9/6/12,0.1529
9/7/12,0.1524
9/10/12,0.1524
9/11/12,0.1524
9/12/12,0.1524
9/13/12,0.1524
9/14/12,0.1539
9/17/12,0.1529
9/18/12,0.1519
9/19/12,0.1519
9/20/12,0.1514
9/21/12,0.1514
9/24/12,0.1514
9/25/12,0.1509
9/26/12,0.1509
9/27/12,0.1516
9/28/12,0.1516
10/1/12,0.1501
10/2/12,0.1501
10/3/12,0.1521
10/4/12,0.1521
10/5/12,0.1531
10/8/12,0.1531
10/9/12,0.1531
10/10/12,0.1525
10/11/12,0.1525
10/12/12,0.1525
10/15/12,0.1535
10/16/12,0.1545
10/17/12,0.1535
10/18/12,0.1535
10/19/12,0.1535
10/22/12,0.1535
10/23/12,0.1535
10/24/12,0.1535
10/25/12,0.1545
10/26/12,0.1535
10/29/12,0.1545
10/30/12,0.155
10/31/12,0.156
11/1/12,0.155
11/2/12,0.156
11/5/12,0.156
11/6/12,0.1545
11/7/12,0.1545
11/8/12,0.153
11/9/12,0.154
11/12/12,0.154
11/13/12,0.153
11/14/12,0.1535
11/15/12,0.1545
11/16/12,0.1545
11/19/12,0.1545
11/20/12,0.1545
11/21/12,0.1545
11/22/12,0.1545
11/23/12,0.155
11/26/12,0.156
11/27/12,0.159
11/28/12,0.16
11/29/12,0.16
11/30/12,0.1605
12/3/12,0.1605
12/4/12,0.16
12/5/12,0.16
12/6/12,0.1625
12/7/12,0.1625
12/10/12,0.1625
12/11/12,0.1615
12/12/12,0.1615
12/13/12,0.1615
12/14/12,0.1625
12/17/12,0.164
12/18/12,0.1635
12/19/12,0.1635
12/20/12,0.1635
12/21/12,0.1635
12/24/12,0.1655
12/25/12,.
12/26/12,.
12/27/12,0.167
12/28/12,0.1665
12/31/12,0.168
1/1/13,.
1/2/13,0.1655
1/3/13,0.1665
1/4/13,0.1665
1/7/13,0.1645
1/8/13,0.164
1/9/13,0.164
1/10/13,0.1605
1/11/13,0.1595
1/14/13,0.1595
1/15/13,0.1595
1/16/13,0.1635
1/17/13,0.1585
1/18/13,0.158
1/21/13,0.158
1/22/13,0.1605
1/23/13,0.1595
1/24/13,0.1565
1/25/13,0.159
1/28/13,0.16
1/29/13,0.157
1/30/13,0.155
1/31/13,0.154
2/1/13,0.155
2/4/13,0.155
2/5/13,0.156
2/6/13,0.154
2/7/13,0.153
2/8/13,0.153
2/11/13,0.154
2/12/13,0.153
2/13/13,0.152
2/14/13,0.154
2/15/13,0.155
2/18/13,.
2/19/13,0.154
2/20/13,0.1555
2/21/13,0.1565
2/22/13,0.1565
2/25/13,0.1565
2/26/13,0.1565
2/27/13,0.1555
2/28/13,0.153
3/1/13,0.154
3/4/13,0.154
3/5/13,0.154
3/6/13,0.153
3/7/13,0.155
3/8/13,0.155
3/11/13,0.155
3/12/13,0.155
3/13/13,0.155
3/14/13,0.153
3/15/13,0.153
3/18/13,0.155
3/19/13,0.156
3/20/13,0.155
3/21/13,0.156
3/22/13,0.157
3/25/13,0.157
3/26/13,0.157
3/27/13,0.156
3/28/13,0.156
3/29/13,.
4/1/13,.
4/2/13,0.154
4/3/13,0.154
4/4/13,0.154
4/5/13,0.154
4/8/13,0.155
4/9/13,0.155
4/10/13,0.155
4/11/13,0.155
4/12/13,0.157
4/15/13,0.157
4/16/13,0.157
4/17/13,0.157
4/18/13,0.157
4/19/13,0.156
4/22/13,0.155
4/23/13,0.154
4/24/13,0.152
4/25/13,0.15
4/26/13,0.149
4/29/13,0.148
4/30/13,0.147
5/1/13,0.148
5/2/13,0.15
5/3/13,0.15
5/6/13,.
5/7/13,0.1485
5/8/13,0.1485
5/9/13,0.1475
5/10/13,0.146
5/13/13,0.1465
5/14/13,0.146
5/15/13,0.145
5/16/13,0.147
5/17/13,0.1465
5/20/13,0.1464
5/21/13,0.1464
5/22/13,0.1425
5/23/13,0.1389
5/24/13,0.135
5/27/13,.
5/28/13,0.1337
5/29/13,0.1349
5/30/13,0.1341
5/31/13,0.1322
6/3/13,0.1338
6/4/13,0.1343
6/5/13,0.133
6/6/13,0.133
6/7/13,0.1326
6/10/13,0.1329
6/11/13,0.1314
6/12/13,0.1314
6/13/13,0.1305
6/14/13,0.129
6/17/13,0.1308
6/18/13,0.1283
6/19/13,0.1271
6/20/13,0.1269
6/21/13,0.1303
6/24/13,0.1316
6/25/13,0.1321
6/26/13,0.1319
6/27/13,0.1289
6/28/13,0.125
7/1/13,0.1245
7/2/13,0.1263
7/3/13,0.1243
7/4/13,.
7/5/13,0.1253
7/8/13,0.1243
7/9/13,0.1251
7/10/13,0.1251
7/11/13,0.1209
7/12/13,0.1202
7/15/13,0.11979
7/16/13,0.11894
7/17/13,0.11768
7/18/13,0.11812
7/19/13,0.11746
7/22/13,0.12021
7/23/13,0.11935
7/24/13,0.11965
7/25/13,0.11938
7/26/13,0.11874
7/29/13,0.1198
7/30/13,0.119
7/31/13,0.1187
8/1/13,0.1176
8/2/13,0.11703
8/5/13,0.1186
8/6/13,0.1196
8/7/13,0.1198
8/8/13,0.1207
8/9/13,0.1196
8/12/13,0.1198
8/13/13,0.1189
8/14/13,0.1183
8/15/13,0.1178
8/16/13,0.1176
8/19/13,0.1165
8/20/13,0.1162
8/21/13,0.1153
8/22/13,0.1157
8/23/13,0.1168
8/26/13,.
8/27/13,0.1173
8/28/13,0.118
8/29/13,0.117
8/30/13,0.1163
9/2/13,.
9/3/13,0.1153
9/4/13,0.1158
9/5/13,0.1165
9/6/13,0.1165
9/9/13,0.1157
9/10/13,0.1152
9/11/13,0.114
9/12/13,0.1128
9/13/13,0.1119
9/16/13,0.113
9/17/13,0.1115
9/18/13,0.1115
9/19/13,0.1114
9/20/13,0.1119
9/23/13,0.1114
9/24/13,0.1105
9/25/13,0.1111
9/26/13,0.1104
9/27/13,0.1093
9/30/13,0.1052
10/1/13,0.105
10/2/13,0.1051
10/3/13,0.1032
10/4/13,0.1013
10/7/13,0.1022
10/8/13,0.1018
10/9/13,0.1022
10/10/13,0.1065
10/11/13,0.1038
10/14/13,.
10/15/13,0.1048
10/16/13,0.1069
10/17/13,0.1077
10/18/13,0.109
10/21/13,0.1066
10/22/13,0.1051
10/23/13,0.1051
10/24/13,0.1026
10/25/13,0.1024
10/28/13,0.1033
10/29/13,0.1035
10/30/13,0.1024
10/31/13,0.1037
11/1/13,0.0999
11/4/13,0.1014
11/5/13,0.1024
11/6/13,0.1023
11/7/13,0.1017
11/8/13,0.1021
11/11/13,.
11/12/13,0.1006
11/13/13,0.1012
11/14/13,0.1017
11/15/13,0.1049
11/18/13,0.1063
11/19/13,0.1037
11/20/13,0.1036
11/21/13,0.1031
11/22/13,0.1028
11/25/13,0.1041
11/26/13,0.1033
11/27/13,0.1029
11/28/13,.
11/29/13,0.1047
12/2/13,0.101
12/3/13,0.1026
12/4/13,0.1025
12/5/13,0.103
12/6/13,0.1041
12/9/13,0.1037
12/10/13,0.1021
12/11/13,0.1015
12/12/13,0.1013
12/13/13,0.1
12/16/13,0.1017
12/17/13,0.1018
12/18/13,0.1021
12/19/13,0.102
12/20/13,0.1018
12/23/13,0.1011
12/24/13,0.1007
12/25/13,.
12/26/13,.
12/27/13,0.096
12/30/13,0.096
12/31/13,0.0795
1/1/14,.
1/2/14,0.0956
1/3/14,0.095
1/6/14,0.0945
1/7/14,0.0926
1/8/14,0.0925
1/9/14,0.0919
1/10/14,0.0918
1/13/14,0.0921
1/14/14,0.0921
1/15/14,0.09
1/16/14,0.0896
1/17/14,0.0886
1/20/14,.
1/21/14,0.0896
1/22/14,0.0901
1/23/14,0.0898
1/24/14,0.0887
1/27/14,0.0866
1/28/14,0.0851
1/29/14,0.0847
1/30/14,0.085
1/31/14,0.0862
2/3/14,0.0855
2/4/14,0.085
2/5/14,0.085
2/6/14,0.085
2/7/14,0.0856
2/10/14,0.0856
2/11/14,0.085
2/12/14,0.0865
2/13/14,0.086
2/14/14,0.0856
2/17/14,.
2/18/14,0.084
2/19/14,0.0861
2/20/14,0.0865
2/21/14,0.0865
2/24/14,0.0874
2/25/14,0.0876
2/26/14,0.0882
2/27/14,0.0887
2/28/14,0.09
3/3/14,0.0878
3/4/14,0.0883
3/5/14,0.0879
3/6/14,0.0876
3/7/14,0.0877
3/10/14,0.0901
3/11/14,0.0885
3/12/14,0.0889
3/13/14,0.0879
3/14/14,0.0878
3/17/14,0.0886
3/18/14,0.0885
3/19/14,0.089
3/20/14,0.0885
3/21/14,0.0905
3/24/14,0.0903
3/25/14,0.0904
3/26/14,0.0903
3/27/14,0.0908
3/28/14,0.0899
3/31/14,0.0855
4/1/14,0.0884
4/2/14,0.0874
4/3/14,0.0881
4/4/14,0.0884
4/7/14,0.0865
4/8/14,0.0885
4/9/14,0.0886
4/10/14,0.0885
4/11/14,0.087
4/14/14,0.087
4/15/14,0.088
4/16/14,0.0907
4/17/14,0.0905
4/18/14,.
4/21/14,.
4/22/14,0.0915
4/23/14,0.0898
4/24/14,0.0889
4/25/14,0.0897
4/28/14,0.0895
4/29/14,0.0882
4/30/14,0.0876
5/1/14,0.088
5/2/14,0.0885
5/5/14,.
5/6/14,0.0905
5/7/14,0.0891
5/8/14,0.0885
5/9/14,0.0886
5/12/14,0.0894
5/13/14,0.0898
5/14/14,0.0879
5/15/14,0.0893
5/16/14,0.0884
5/19/14,0.0875
5/20/14,0.0879
5/21/14,0.088
5/22/14,0.0883
5/23/14,0.0877
5/26/14,.
5/27/14,0.0884
5/28/14,0.0885
5/29/14,0.0875
5/30/14,0.0866
6/2/14,0.089
6/3/14,0.088
6/4/14,0.09
6/5/14,0.0925
6/6/14,0.0909
6/9/14,0.0901
6/10/14,0.0893
6/11/14,0.0888
6/12/14,0.0919
6/13/14,0.0922
6/16/14,0.0921
6/17/14,0.094
6/18/14,0.096
6/19/14,0.095
6/20/14,0.0955
6/23/14,0.0953
6/24/14,0.096
6/25/14,0.0955
6/26/14,0.0962
6/27/14,0.0966
6/30/14,0.0936
7/1/14,0.095
7/2/14,0.0959
7/3/14,0.0954
7/4/14,.
7/7/14,0.0945
7/8/14,0.0941
7/9/14,0.0942
7/10/14,0.094
7/11/14,0.0939
7/14/14,0.0934
7/15/14,0.0942
7/16/14,0.0924
7/17/14,0.0925
7/18/14,0.093
7/21/14,0.0915
7/22/14,0.0925
7/23/14,0.092
7/24/14,0.0913
7/25/14,0.0915
7/28/14,0.0907
7/29/14,0.0911
7/30/14,0.091
7/31/14,0.0865
8/1/14,0.0899
8/4/14,0.0905
8/5/14,0.0899
8/6/14,0.0899
8/7/14,0.0895
8/8/14,0.0895
8/11/14,0.0902
8/12/14,0.0901
8/13/14,0.0903
8/14/14,0.0911
8/15/14,0.0915
8/18/14,0.0914
8/19/14,0.0919
8/20/14,0.0911
8/21/14,0.092
8/22/14,0.0919
8/25/14,.
8/26/14,0.092
8/27/14,0.092
8/28/14,0.0915
8/29/14,0.0895
9/1/14,.
9/2/14,0.0905
9/3/14,0.0905
9/4/14,0.091
9/5/14,0.091
9/8/14,0.091
9/9/14,0.0905
9/10/14,0.0909
9/11/14,0.0906
9/12/14,0.091
9/15/14,0.091
9/16/14,0.091
9/17/14,0.091
9/18/14,0.0907
9/19/14,0.0912
9/22/14,0.0903
9/23/14,0.0909
9/24/14,0.0908
9/25/14,0.0908
9/26/14,0.0905
9/29/14,0.0905
9/30/14,0.0808
10/1/14,0.0908
10/2/14,0.0895
10/3/14,0.0899
10/6/14,0.0905
10/7/14,0.0902
10/8/14,0.09
10/9/14,0.0904
10/10/14,0.0905
10/13/14,.
10/14/14,0.091
10/15/14,0.092
10/16/14,0.0913
10/17/14,0.091
10/20/14,0.0915
10/21/14,0.091
10/22/14,0.0915
10/23/14,0.0905
10/24/14,0.0905
10/27/14,0.09
10/28/14,0.0905
10/29/14,0.0915
10/30/14,0.0911
10/31/14,0.088
11/3/14,0.0925
11/4/14,0.0925
11/5/14,0.0925
11/6/14,0.0935
11/7/14,0.094
11/10/14,0.094
11/11/14,.
11/12/14,0.0945
11/13/14,0.0939
11/14/14,0.094
11/17/14,0.0945
11/18/14,0.0964
11/19/14,0.0985
11/20/14,0.0994
11/21/14,0.1015
11/24/14,0.1015
11/25/14,0.1025
11/26/14,0.102
11/27/14,.
11/28/14,0.0977
12/1/14,0.1017
12/2/14,0.1067
12/3/14,0.1095
12/4/14,0.111
12/5/14,0.111
12/8/14,0.111
12/9/14,0.11
12/10/14,0.112
12/11/14,0.1125
12/12/14,0.1104
12/15/14,0.1105
12/16/14,0.11
12/17/14,0.1108
12/18/14,0.1117
12/19/14,0.114
12/22/14,0.1142
12/23/14,0.1141
12/24/14,0.1151
12/25/14,.
12/26/14,.
12/29/14,0.1161
12/30/14,0.1146
12/31/14,0.0852
1/1/15,.
1/2/15,0.1126
1/5/15,0.1164
1/6/15,0.1187
1/7/15,0.1189
1/8/15,0.1191
1/9/15,0.1191
1/12/15,0.1165
1/13/15,0.1167
1/14/15,0.1196
1/15/15,0.1201
1/16/15,0.1201
1/19/15,.
1/20/15,0.1208
1/21/15,0.1214
1/22/15,0.1214
1/23/15,0.1199
1/26/15,0.1199
1/27/15,0.1196
1/28/15,0.1177
1/29/15,0.1194
1/30/15,0.115
2/2/15,0.116
2/3/15,0.1175
2/4/15,0.118
2/5/15,0.118
2/6/15,0.1175
2/9/15,0.117
2/10/15,0.116
2/11/15,0.118
2/12/15,0.1195
2/13/15,0.1175
2/16/15,.
2/17/15,0.1175
2/18/15,0.118
2/19/15,0.1185
2/20/15,0.1205
2/23/15,0.119
2/24/15,0.119
2/25/15,0.118
2/26/15,0.118
2/27/15,0.116
3/2/15,0.1192
3/3/15,0.1215
3/4/15,0.1215
3/5/15,0.1215
3/6/15,0.1215
3/9/15,0.1215
3/10/15,0.122
3/11/15,0.122
3/12/15,0.1225
3/13/15,0.123
3/16/15,0.123
3/17/15,0.1225
3/18/15,0.122
3/19/15,0.122
3/20/15,0.122
3/23/15,0.1225
3/24/15,0.122
3/25/15,0.1215
3/26/15,0.121
3/27/15,0.121
3/30/15,0.12
3/31/15,0.114
4/1/15,0.1225
4/2/15,0.1215
4/3/15,.
4/6/15,.
4/7/15,0.122
4/8/15,0.121
4/9/15,0.121
4/10/15,0.122
4/13/15,0.122
4/14/15,0.122
4/15/15,0.122
4/16/15,0.122
4/17/15,0.122
4/20/15,0.122
4/21/15,0.1225
4/22/15,0.122
4/23/15,0.1225
4/24/15,0.1225
4/27/15,0.1225
4/28/15,0.123
4/29/15,0.123
4/30/15,0.12
5/1/15,0.122
5/4/15,.
5/5/15,0.123
5/6/15,0.123
5/7/15,0.123
5/8/15,0.123
5/11/15,0.123
5/12/15,0.123
5/13/15,0.123
5/14/15,0.123
5/15/15,0.124
5/18/15,0.124
5/19/15,0.124
5/20/15,0.124
5/21/15,0.124
5/22/15,0.124
5/25/15,.
5/26/15,0.123
5/27/15,0.123
5/28/15,0.123
5/29/15,0.121
6/1/15,0.123
6/2/15,0.1235
6/3/15,0.123
6/4/15,0.123
6/5/15,0.123
6/8/15,0.123
6/9/15,0.123
6/10/15,0.123
6/11/15,0.123
6/12/15,0.123
6/15/15,0.1235
6/16/15,0.1235
6/17/15,0.123
6/18/15,0.1235
6/19/15,0.1245
6/22/15,0.1245
6/23/15,0.124
6/24/15,0.1235
6/25/15,0.1245
6/26/15,0.124
6/29/15,0.1236
6/30/15,0.112
7/1/15,0.123
7/2/15,0.125
7/3/15,0.1255
7/6/15,0.1255
7/7/15,0.126
7/8/15,0.1255
7/9/15,0.1255
7/10/15,0.1265
7/13/15,0.128
7/14/15,0.128
7/15/15,0.128
7/16/15,0.128
7/17/15,0.128
7/20/15,0.1275
7/21/15,0.1275
7/22/15,0.1285
7/23/15,0.1265
7/24/15,0.1265
7/27/15,0.126
7/28/15,0.126
7/29/15,0.126
7/30/15,0.1265
7/31/15,0.1214
8/3/15,0.1265
8/4/15,0.1265
8/5/15,0.1265
8/6/15,0.126
8/7/15,0.126
8/10/15,0.1265
8/11/15,0.1275
8/12/15,0.128
8/13/15,0.1285
8/14/15,0.1305
8/17/15,0.1325
8/18/15,0.1325
8/19/15,0.133
8/20/15,0.133
8/21/15,0.133
8/24/15,0.133
8/25/15,0.1325
8/26/15,0.133
8/27/15,0.1335
8/28/15,0.1335
8/31/15,.
9/1/15,0.132
9/2/15,0.133
9/3/15,0.1355
9/4/15,0.1355
9/7/15,.
9/8/15,0.1355
9/9/15,0.135
9/10/15,0.1345
9/11/15,0.1355
9/14/15,0.136
9/15/15,0.1365
9/16/15,0.1365
9/17/15,0.1375
9/18/15,0.1375
9/21/15,0.1355
9/22/15,0.1355
9/23/15,0.136
9/24/15,0.136
9/25/15,0.1345
9/28/15,0.1345
9/29/15,0.1335
9/30/15,0.1162
10/1/15,0.1325
10/2/15,0.1325
10/5/15,0.1325
10/6/15,0.132
10/7/15,0.1315
10/8/15,0.131
10/9/15,0.132
10/12/15,.
10/13/15,0.132
10/14/15,0.132
10/15/15,0.1325
10/16/15,0.132
10/19/15,0.1315
10/20/15,0.132
10/21/15,0.132
10/22/15,0.132
10/23/15,0.1315
10/26/15,0.1315
10/27/15,0.1315
10/28/15,0.132
10/29/15,0.132
10/30/15,0.1248
11/2/15,0.131
11/3/15,0.131
11/4/15,0.131
11/5/15,0.131
11/6/15,0.131
11/9/15,0.131
11/10/15,0.131
11/11/15,.
11/12/15,0.1305
11/13/15,0.131
11/16/15,0.131
11/17/15,0.131
11/18/15,0.131
11/19/15,0.13
11/20/15,0.131
11/23/15,0.1305
11/24/15,0.1305
11/25/15,0.1305
11/26/15,.
11/27/15,0.1305
11/30/15,0.128
12/1/15,0.1305
12/2/15,0.1305
12/3/15,0.1305
12/4/15,0.1305
12/7/15,0.13
12/8/15,0.1295
12/9/15,0.1295
12/10/15,0.1315
12/11/15,0.1335
12/14/15,0.135
12/15/15,0.1355
12/16/15,0.1518
12/17/15,0.3614
12/18/15,0.3658
12/21/15,0.3672
12/22/15,0.3674
12/23/15,0.3673
12/24/15,0.3671
12/25/15,.
12/28/15,.
12/29/15,0.366
12/30/15,0.3661
12/31/15,0.2745
1/1/16,.
1/4/16,0.3658
1/5/16,0.365
1/6/16,0.3661
1/7/16,0.3651
1/8/16,0.3662
1/11/16,0.3661
1/12/16,0.3661
1/13/16,0.3663
1/14/16,0.3661
1/15/16,0.3661
1/18/16,.
1/19/16,0.366
1/20/16,0.3655
1/21/16,0.3658
1/22/16,0.3659
1/25/16,0.366
1/26/16,0.3657
1/27/16,0.3659
1/28/16,0.3684
1/29/16,0.3674
2/1/16,0.366
2/2/16,0.369
2/3/16,0.3686
2/4/16,0.3704
2/5/16,0.37
2/8/16,0.3763
2/9/16,0.3771
2/10/16,0.3731
2/11/16,0.3715
2/12/16,0.3708
2/15/16,.
2/16/16,0.371
2/17/16,0.37
2/18/16,0.3714
2/19/16,0.3709
2/22/16,0.371
2/23/16,0.371
2/24/16,0.3715
2/25/16,0.3743
